impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K21-141033,A650906,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A650906,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Tammy,Cat,4 MONTHS,Spayed Female,Domestic Shorthair,Black / White,10/17/2021 0:00,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A650906,Image Copyright HLP Inc. 2021,"Received on: 2021-10-17<p/> Description: Black / White<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Adoption Fee: $50.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Tammy and I am available for adoption.<p/><p/>I was brought in by my previous owner on October 17, 2021.<p/><p/>I am a sweet kitten who may need extra time and attention to warm up to new situations and new people. When I was a wee little one, I was not taught how nice and friendly people can be, but I am learning quickly! Though I may be timid at first, once you take the time to show me I can trust you I will show you just how wonderful I can be.<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>",BLUE
K21-141540,A652142,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2345280,In Public Home,,Dog,Unknown<p/>,Unknown,Labrador Retriever,Unknown,11/4/2021 0:00,Date Found,,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2345280,Image Copyright HLP Inc. 2021,"Description: Friendly (fat) black lab no collar- by Kentlake High School...very friendly<p/>Age: Unknown<p/>Found Near: No Location Given, Kent WA  98042<p/>Found Date: 11/04/2021<p/>",
K21-140656,A649955,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2330742,LOST,Nori,Cat,Over 1 year<p/>,Female,American Shorthair,Unknown,10/1/2021 0:00,Date Lost,OUR  ADDRESS IN NORMANDY PARK,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2330742,Image Copyright HLP Inc. 2021,"Description: A gray shorthair cat with white markings on her face, a white chin, chest and belly, and a white tummy. She has had surgery on her back right leg and limps slightly. She has green eyes.<p/>Age: Over 1 year<p/>Location Lost: Our address in Normandy Park, Normandy Park WA  98166<p/>Lost Date: 10/01/2021<p/>",
K21-141688,A652549,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2349806,LOST,Ellie,Dog,Over 1 year<p/>,Female,Chihuahua - Smooth Coated,Brown,11/9/2021 0:00,Date Lost,BENSON  RD S & S 19TH RENTON,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2349806,Image Copyright HLP Inc. 2021,"Description: CHIHUAHUA AND CORGI MIX.  TAN AND WHITE HAS BLACK AROUND THE EYES <p/>Age: Over 1 year<p/>Location Lost: BENSON RD S & S 19TH RENTON , Renton WA  98057<p/>Lost Date: 2021-11-09<p/>",
K21-140605,A649794,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2330090,In Public Home,,Dog,Over 1 year<p/>,Male,Chinese Sharpei,Unknown,10/3/2021 0:00,Date Found,NORTH  BEACON HILL,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2330090,Image Copyright HLP Inc. 2021,"Description: Tag for Seattle pet license ""S129891"", and S155874. rabies vacc #035290 from rainier vet hospital.<p/>Age: Over 1 year<p/>Found Near: North beacon hill, Seattle WA  98144<p/>Found Date: 10/03/2021<p/>",
K21-140997,A650852,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2335468,LOST,Sammy,Cat,Over 1 year<p/>,Male,Maine Coon,Unknown,10/9/2021 0:00,Date Lost,PINE  DRIVE / MT VILLA DRIVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2335468,Image Copyright HLP Inc. 2021,"Description: 15 pounds<p/>Orange gold long fur<p/>Black dot on left side of nose<p/>Front paws declawed<p/>Gold eyes match fur color<p/>Sammy is his name<p/>Neutered<p/>Age: Over 1 year<p/>Location Lost: Pine Drive / mt villa drive, Enumclaw WA  98022<p/>Lost Date: 10/09/2021<p/>",
K21-141542,A652143,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A652143,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Jumposauraus Rex,Rabbit Sh,6 MONTHS,Spayed Female,Rabbit Sh,Gray,11/4/2021 0:00,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652143,Image Copyright HLP Inc. 2021,"Received on: 2021-11-04<p/> Description: Gray<p/>  Spayed Female Rabbit Sh Rabbit Sh<p/> Age: 6 MONTHS<p/> Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/><p/>",
K21-141062,A650960,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Female,Domestic Shorthair,Calico,10/18/2021 0:00,Received on,40200 block of  AUBURN ENUMCLAW RD SE,AUBURN,WA,98092,KING COUNTY,,,,Image Copyright HLP Inc. 2021,Received on: 2021-10-18<p/> Found Near: 40200 block of  AUBURN ENUMCLAW RD SE<p/> Description: Calico Female Domestic Shorthair Cat<p/> Age: NO AGE<p/>,
K21-141645,A652463,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2349138,LOST,Cicero,Cat,Over 1 year<p/>,Male,Domestic Mediumhair,Unknown,11/2/2021 0:00,Date Lost,16000 block of  INGLEWOOD RD NE,KENMORE,WA,98028,KENMORE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2349138,Image Copyright HLP Inc. 2021,"Description: Grey striped tabby, male, neutered, chipped, 3YO, large. No collar.<p/>Age: Over 1 year<p/>Location Lost: 16029 inglewood rd ne, kenmore, wa, Kenmore WA  98028<p/>Lost Date: 11/02/2021<p/>",
K21-141233,A651276,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2339453,LOST,Toulouse,Cat,Under 1 year<p/>,Male,Domestic Shorthair,Unknown,10/19/2021 0:00,Date Lost,WASHINGTON  PARK ARBORETUM,ARBORETUM DRIVE E NEAR MAGNOLIA COLLE,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2339453,Image Copyright HLP Inc. 2021,"Description: He is a 6 months old orange and white tabby cat, mostly covered in orange, 4 white legs, orange eyes. He didn't have a collar but he is microchipped. He has an orange mark on his left near the whiskers and a small patch of brown on his left front paw<p/>Age: Under 1 year<p/>Location Lost: Washington Park Arboretum, Arboretum Drive E, near Magnolia Collection, Seattle WA  98115<p/>Lost Date: 10/19/2021<p/>",
K21-140125,A648451,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Pepe,Cat,13 YEARS 1 MONTH,Neutered Male,Siamese,Lynx Pt / Brn Tabby,9/17/2021 0:00,Received on,21615 64TH AVE S,KENT,WA,98032,BELLEVUE,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A648451,Image Copyright HLP Inc. 2021,"Received on: 2021-09-17<p/> Description: Lynx Pt / Brn Tabby Neutered Male Siamese Cat<p/> Age: 13 YEARS 1 MONTH<p/> Adoption Fee: $30.00<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Pepe and I am available for adoption!<p/><p/>I was brought in to the shelter by a good Samaritan on  09/17/2021.<p/><p/>I am an exceptionally handsome and sweet guy! Although I am a little shy at first, I warm up very quickly to new people and am very affectionate, and I will be the best friend you could find!<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>",BLUE
K21-141221,A651254,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A651254,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Jamis,Cat,4 MONTHS,Neutered Male,Domestic Shorthair,Brn Tabby / White,10/23/2021 0:00,Received on,200 block of  W CLOUDY ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A651254,Image Copyright HLP Inc. 2021,"Received on: 2021-10-23<p/> Found Near: 200 block of  W CLOUDY ST<p/> Description: Brn Tabby / White Neutered Male Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K21-141070,A650988,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2336298,LOST,Bear,Dog,Under 1 year<p/>,Male,Alaskan Malamute,Unknown,10/17/2021 0:00,Date Lost,"1400 block of  GALAXY DR NE LACEY, WA",,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2336298,Image Copyright HLP Inc. 2021,"Description: German shepherd, Australian shepherd and Malamute mix. 22lbs last wearing a blue collar and a grey and black harness with a blue leash attached he is Brown, Black and white<p/>Age: Under 1 year<p/>Location Lost: 1401 galaxy dr NE Lacey, Wa, Olympia WA  98501<p/>Lost Date: 10/17/2021<p/>",
K21-141392,A651662,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A651662,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Pie,Rabbit Sh,1 YEAR,Spayed Female,Rabbit Sh,Gray,10/30/2021 0:00,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A651662,Image Copyright HLP Inc. 2021,"Received on: 2021-10-30<p/> Description: Gray<p/>  Spayed Female Rabbit Sh Rabbit Sh<p/> Age: 1 YEAR<p/> Adoption Fee: $15.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Rabbits are intelligent and complex animals who do well in families with humans who understand that they are prey animals, and do not enjoy being picked up or held. The best way to bond with me is to spend time with me on the floor, and shower me with plenty of greens and timothy hay! <p/><p/>I am a domestic rabbit and it is recommend that adopters keep me indoors. The nice thing about having an indoor rabbit is that I can come out of my cage for bunny playtime, in a rabbit proof area of the home. It's during this supervised playtime that rabbits often exhibit some of our most fun and interesting behaviors!<p/><p/>I would love a family who will interact with me daily to keep me active and social! When rabbits get the space and enrichment we need, we often form deep bonds with our humans!<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/><p/>",GREEN
K21-141685,A652539,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A652539,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Bird,NO AGE,Male,Rooster,Black / Brown,11/9/2021 0:00,Received on,4800 block of  S 136TH ST,TUKWILA,WA,98168,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652539,Image Copyright HLP Inc. 2021,"Received on: 2021-11-09<p/> Found Near: 4800 block of  S 136TH ST<p/> Description: Black / Brown Male Rooster Bird<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K21-141705,A652703,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A652703,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,4 MONTHS,Unknown,Domestic Mediumhair,Black,11/10/2021 0:00,Received on,10800 block of  SE KENT KANGLEY RD KENT,,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652703,Image Copyright HLP Inc. 2021,"Received on: 2021-11-10<p/> Found Near: 10800 block of  SE KENT KANGLEY RD KENT<p/> Description: Black Unknown Domestic Mediumhair Cat<p/> Age: 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K21-141563,A652232,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A652232,"Ranch S P Reber 28606 132ND AVE SE KENT, WA 98042",Griffey,Cat,4 MONTHS,Neutered Male,Domestic Shorthair,White / Gray,11/5/2021 0:00,Received on,24500 block of  64TH AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652232,Image Copyright HLP Inc. 2021,"Received on: 2021-11-05<p/> Found Near: 24500 block of  64TH AVE S<p/> Description: White / Gray Neutered Male Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Current Location: Ranch S P Reber 28606 132ND AVE SE KENT, WA 98042<p/>",GREEN
K21-141613,A652360,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A652360,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Cheddar,Cat,7 YEARS,Spayed Female,Domestic Shorthair,Brn Tabby,11/7/2021 0:00,Received on,6300 block of  S 251ST ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652360,Image Copyright HLP Inc. 2021,"Received on: 2021-11-07<p/> Found Near: 6300 block of  S 251ST ST<p/> Description: Brn Tabby Spayed Female Domestic Shorthair Cat<p/> Age: 7 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K21-141620,A652373,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,4 WEEKS,Male,Siamese / Mix,Blue Pt,11/7/2021 0:00,Received on,13200 block of  SE EASTGATE WAY,BELLEVUE,WA,98005,BELLEVUE,,,,Image Copyright HLP Inc. 2021,Received on: 2021-11-07<p/> Found Near: 13200 block of  SE EASTGATE WAY<p/> Description: Blue Pt Male Siamese / Mix Cat<p/> Age: 4 WEEKS<p/>,
K21-140555,A649646,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2329321,In Public Home,,Dog,Unknown<p/>,Female,Yorkshire Terrier,Black / Brown,9/30/2021 0:00,Date Found,BY  TALL TIMBERS CLUB HOUSE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2329321,Image Copyright HLP Inc. 2021,"<p/>Age: Unknown<p/>Found Near: by tall timbers club house, Covington WA  98042<p/>Found Date: 09/30/2021<p/>",
K21-141473,A651938,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2344105,LOST,Lola,Dog,Over 1 year<p/>,Female,Samoyed,Unknown,11/1/2021 0:00,Date Lost,"132ND  ST KENT, WA",,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2344105,Image Copyright HLP Inc. 2021,"Description: She is all white with a teal collar. No tag. She is very playful.<p/>Age: Over 1 year<p/>Location Lost: 132nd st kent, wa, COVINGTON WA  98042<p/>Lost Date: 11/01/2021<p/>",
K21-140812,A650388,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2332611,LOST,Steve,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,10/9/2021 0:00,Date Lost,SOUTH  340TH ST AND 39TH AVE SOUTH AUBURN,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2332611,Image Copyright HLP Inc. 2021,"Description: Steve is an orange tabby. Long tail. Round orange eyes.<p/>Age: Over 1 year<p/>Location Lost: South 340th St and 39th Ave South Auburn, Auburn WA  98001<p/>Lost Date: 10/09/2021<p/>",
K21-141554,A652175,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A652175,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Peeps,Cat,10 YEARS,Neutered Male,Domestic Mediumhair,Black,11/4/2021 0:00,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652175,Image Copyright HLP Inc. 2021,"Received on: 2021-11-04<p/> Description: Black<p/>  Neutered Male Domestic Mediumhair Cat<p/> Age: 10 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hello there! My name is Peeps and I am available for adoption.<p/><p/>I was brought in by a good samaritan on November 4, 2021.<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>I am an independent kitty who likes to do my own thing and because of my shy nature, I would do best in a calm, quiet home.<p/>",BLUE
